Name,Code,Control code,Code description,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,Device type,Device serial number,Author
142,L_1,,,339461.901,5626457.253,0.000,,-101.27662603,50.76764048,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
143,L_1,,,339461.990,5626454.918,0.000,,-101.27662375,50.76761953,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
144,L_1,,,339462.066,5626452.584,0.000,,-101.27662165,50.76759858,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
145,L_1,,,339462.130,5626450.248,0.000,,-101.27661972,50.76757761,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
146,L_1,,,339462.182,5626447.913,0.000,,-101.27661798,50.76755664,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
147,L_1,,,339462.435,5626443.776,0.000,,-101.27661258,50.76751953,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
148,L_1,,,339462.677,5626439.637,0.000,,-101.27660735,50.76748241,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
149,L_1,,,339462.906,5626435.498,0.000,,-101.27660230,50.76744528,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
150,L_1,,,339463.123,5626431.359,0.000,,-101.27659741,50.76740815,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
151,L_1,,,339463.328,5626427.219,0.000,,-101.27659270,50.76737100,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
152,L_1,,,339463.521,5626423.078,0.000,,-101.27658816,50.76733385,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
153,L_1,,,339463.702,5626418.936,0.000,,-101.27658379,50.76729668,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
154,L_1,,,339463.871,5626414.795,0.000,,-101.27657959,50.76725951,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
155,L_1,,,339464.027,5626410.652,0.000,,-101.27657557,50.76722233,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
156,L_1,,,339464.172,5626406.509,0.000,,-101.27657171,50.76718515,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
157,L_1,,,339464.304,5626402.366,0.000,,-101.27656803,50.76714795,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
158,L_1,,,339464.424,5626398.223,0.000,,-101.27656452,50.76711075,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
159,L_1,,,339464.533,5626394.079,0.000,,-101.27656118,50.76707355,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
160,L_1,,,339464.629,5626389.935,0.000,,-101.27655801,50.76703634,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
161,L_1,,,339464.712,5626385.790,0.000,,-101.27655501,50.76699912,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
162,L_1,,,339464.784,5626381.646,0.000,,-101.27655219,50.76696190,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
163,L_1,,,339464.844,5626377.501,0.000,,-101.27654953,50.76692467,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
164,L_1,,,339464.891,5626373.356,0.000,,-101.27654705,50.76688743,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
165,L_1,,,339464.927,5626369.211,0.000,,-101.27654474,50.76685020,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
166,L_1,,,339464.950,5626365.065,0.000,,-101.27654260,50.76681296,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
167,L_1,,,339464.961,5626360.920,0.000,,-101.27654064,50.76677571,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
168,L_1,,,339464.960,5626356.775,0.000,,-101.27653884,50.76673846,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
169,L_1,,,339464.947,5626352.629,0.000,,-101.27653722,50.76670121,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
170,L_1,,,339464.922,5626348.484,0.000,,-101.27653577,50.76666395,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
171,L_1,,,339464.884,5626344.339,0.000,,-101.27653449,50.76662670,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
172,L_1,CLS,,339464.835,5626340.194,0.000,,-101.27653338,50.76658944,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
173,L_2,,,339462.182,5626447.913,0.000,,-101.27661798,50.76755664,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
174,L_2,,,339462.305,5626445.917,0.000,,-101.27661535,50.76753874,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
175,L_2,,,339462.426,5626443.922,0.000,,-101.27661277,50.76752084,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
176,L_2,,,339462.545,5626441.926,0.000,,-101.27661022,50.76750294,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
177,L_2,,,339462.660,5626439.930,0.000,,-101.27660772,50.76748503,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
178,L_2,,,339462.772,5626437.933,0.000,,-101.27660525,50.76746713,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
179,L_2,,,339462.882,5626435.937,0.000,,-101.27660282,50.76744922,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
180,L_2,,,339462.989,5626433.940,0.000,,-101.27660044,50.76743131,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
181,L_2,,,339463.093,5626431.944,0.000,,-101.27659809,50.76741339,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
182,L_2,,,339463.194,5626429.947,0.000,,-101.27659579,50.76739548,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
183,L_2,,,339463.293,5626427.950,0.000,,-101.27659352,50.76737756,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
184,L_2,,,339463.388,5626425.953,0.000,,-101.27659129,50.76735964,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
185,L_2,,,339463.481,5626423.955,0.000,,-101.27658911,50.76734172,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
186,L_2,,,339463.571,5626421.958,0.000,,-101.27658696,50.76732380,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
187,L_2,,,339463.658,5626419.960,0.000,,-101.27658486,50.76730587,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
188,L_2,,,339463.743,5626417.963,0.000,,-101.27658279,50.76728795,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
189,L_2,,,339463.824,5626415.965,0.000,,-101.27658076,50.76727002,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
190,L_2,,,339463.903,5626413.967,0.000,,-101.27657877,50.76725209,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
191,L_2,,,339463.979,5626411.969,0.000,,-101.27657683,50.76723415,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
192,L_2,,,339464.052,5626409.971,0.000,,-101.27657492,50.76721622,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
193,L_2,,,339464.122,5626407.973,0.000,,-101.27657305,50.76719828,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
194,L_2,,,339464.190,5626405.975,0.000,,-101.27657123,50.76718035,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
195,L_2,,,339464.254,5626403.976,0.000,,-101.27656944,50.76716241,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
196,L_2,,,339464.316,5626401.978,0.000,,-101.27656769,50.76714447,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
197,L_2,,,339464.375,5626399.979,0.000,,-101.27656598,50.76712652,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
198,L_2,,,339464.431,5626397.980,0.000,,-101.27656432,50.76710858,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
199,L_2,,,339464.484,5626395.982,0.000,,-101.27656269,50.76709063,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
200,L_2,,,339464.535,5626393.983,0.000,,-101.27656110,50.76707269,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
201,L_2,,,339464.583,5626391.984,0.000,,-101.27655955,50.76705474,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
202,L_2,,,339464.627,5626389.985,0.000,,-101.27655805,50.76703679,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
203,L_2,,,339464.670,5626387.986,0.000,,-101.27655658,50.76701884,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
204,L_2,,,339464.709,5626385.987,0.000,,-101.27655515,50.76700089,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
205,L_2,,,339464.745,5626383.988,0.000,,-101.27655376,50.76698293,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
206,L_2,,,339464.779,5626381.989,0.000,,-101.27655241,50.76696498,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
207,L_2,,,339464.810,5626379.990,0.000,,-101.27655111,50.76694702,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
208,L_2,,,339464.837,5626377.990,0.000,,-101.27654984,50.76692907,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
209,L_2,,,339464.863,5626375.991,0.000,,-101.27654861,50.76691111,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
210,L_2,,,339464.885,5626373.992,0.000,,-101.27654742,50.76689315,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
211,L_2,,,339464.904,5626371.992,0.000,,-101.27654627,50.76687519,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
212,L_2,,,339464.921,5626369.993,0.000,,-101.27654516,50.76685723,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
213,L_2,,,339464.935,5626367.994,0.000,,-101.27654410,50.76683927,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
214,L_2,,,339464.946,5626365.994,0.000,,-101.27654307,50.76682130,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
215,L_2,,,339464.954,5626363.995,0.000,,-101.27654208,50.76680334,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
216,L_2,,,339464.959,5626361.995,0.000,,-101.27654113,50.76678537,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
217,L_2,,,339464.962,5626359.996,0.000,,-101.27654022,50.76676741,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
218,L_2,,,339464.962,5626357.997,0.000,,-101.27653935,50.76674944,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
219,L_2,,,339464.959,5626355.997,0.000,,-101.27653853,50.76673147,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
220,L_2,,,339464.953,5626353.998,0.000,,-101.27653774,50.76671351,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
221,L_2,,,339464.944,5626351.998,0.000,,-101.27653699,50.76669554,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
222,L_2,,,339464.932,5626349.999,0.000,,-101.27653628,50.76667757,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
223,L_2,,,339464.918,5626348.000,0.000,,-101.27653561,50.76665960,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
224,L_2,,,339464.901,5626346.000,0.000,,-101.27653498,50.76664163,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
225,L_2,,,339464.881,5626344.001,0.000,,-101.27653439,50.76662366,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
226,L_2,,,339464.858,5626342.002,0.000,,-101.27653385,50.76660568,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
227,L_2,,,339464.832,5626340.002,0.000,,-101.27653334,50.76658771,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
228,L_3,,,339471.272,5626449.846,0.000,,-101.27649002,50.76757652,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
229,L_3,,,339471.446,5626447.854,0.000,,-101.27648668,50.76755867,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
230,L_3,,,339471.617,5626445.862,0.000,,-101.27648339,50.76754082,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
231,L_3,,,339471.785,5626443.869,0.000,,-101.27648014,50.76752296,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
232,L_3,,,339471.949,5626441.876,0.000,,-101.27647694,50.76750510,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
233,L_3,,,339472.110,5626439.883,0.000,,-101.27647379,50.76748723,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
234,L_3,,,339472.268,5626437.890,0.000,,-101.27647069,50.76746936,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
235,L_3,,,339472.422,5626435.896,0.000,,-101.27646763,50.76745149,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
236,L_3,,,339472.573,5626433.902,0.000,,-101.27646463,50.76743361,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
237,L_3,,,339472.720,5626431.908,0.000,,-101.27646167,50.76741574,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
238,L_3,,,339472.864,5626429.913,0.000,,-101.27645876,50.76739786,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
239,L_3,,,339473.005,5626427.919,0.000,,-101.27645589,50.76737997,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
240,L_3,,,339473.143,5626425.924,0.000,,-101.27645307,50.76736208,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
241,L_3,,,339473.277,5626423.929,0.000,,-101.27645030,50.76734419,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
242,L_3,,,339473.407,5626421.933,0.000,,-101.27644758,50.76732630,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
243,L_3,,,339473.534,5626419.938,0.000,,-101.27644491,50.76730840,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
244,L_3,,,339473.658,5626417.942,0.000,,-101.27644228,50.76729050,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
245,L_3,,,339473.779,5626415.946,0.000,,-101.27643971,50.76727260,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
246,L_3,,,339473.896,5626413.950,0.000,,-101.27643718,50.76725470,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
247,L_3,,,339474.010,5626411.954,0.000,,-101.27643469,50.76723679,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
248,L_3,,,339474.120,5626409.957,0.000,,-101.27643226,50.76721888,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
249,L_3,,,339474.227,5626407.960,0.000,,-101.27642987,50.76720097,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
250,L_3,,,339474.331,5626405.963,0.000,,-101.27642753,50.76718305,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
251,L_3,,,339474.431,5626403.966,0.000,,-101.27642524,50.76716513,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
252,L_3,,,339474.528,5626401.969,0.000,,-101.27642300,50.76714721,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
253,L_3,,,339474.621,5626399.972,0.000,,-101.27642080,50.76712929,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
254,L_3,,,339474.711,5626397.974,0.000,,-101.27641865,50.76711137,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
255,L_3,,,339474.798,5626395.976,0.000,,-101.27641655,50.76709344,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
256,L_3,,,339474.881,5626393.978,0.000,,-101.27641450,50.76707551,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
257,L_3,,,339474.961,5626391.980,0.000,,-101.27641249,50.76705758,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
258,L_3,,,339475.038,5626389.982,0.000,,-101.27641054,50.76703964,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
259,L_3,,,339475.111,5626387.984,0.000,,-101.27640863,50.76702171,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
260,L_3,,,339475.181,5626385.986,0.000,,-101.27640677,50.76700377,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
261,L_3,,,339475.248,5626383.987,0.000,,-101.27640495,50.76698583,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
262,L_3,,,339475.311,5626381.988,0.000,,-101.27640319,50.76696789,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
263,L_3,,,339475.370,5626379.990,0.000,,-101.27640147,50.76694995,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
264,L_3,,,339475.427,5626377.991,0.000,,-101.27639980,50.76693200,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
265,L_3,,,339475.480,5626375.992,0.000,,-101.27639818,50.76691405,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
266,L_3,,,339475.529,5626373.993,0.000,,-101.27639660,50.76689610,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
267,L_3,,,339475.575,5626371.994,0.000,,-101.27639507,50.76687815,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
268,L_3,,,339475.618,5626369.995,0.000,,-101.27639360,50.76686020,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
269,L_3,,,339475.658,5626367.996,0.000,,-101.27639217,50.76684225,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
270,L_3,,,339475.694,5626365.996,0.000,,-101.27639078,50.76682429,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
271,L_3,,,339475.726,5626363.997,0.000,,-101.27638945,50.76680634,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
272,L_3,,,339475.756,5626361.997,0.000,,-101.27638816,50.76678838,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
273,L_3,,,339475.781,5626359.998,0.000,,-101.27638692,50.76677042,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
274,L_3,,,339475.804,5626357.999,0.000,,-101.27638573,50.76675246,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
275,L_3,,,339475.823,5626355.999,0.000,,-101.27638459,50.76673450,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
276,L_3,,,339475.839,5626353.999,0.000,,-101.27638349,50.76671653,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
277,L_3,,,339475.851,5626352.000,0.000,,-101.27638244,50.76669857,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
278,L_3,,,339475.860,5626350.000,0.000,,-101.27638144,50.76668060,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
279,L_3,,,339475.866,5626348.001,0.000,,-101.27638049,50.76666264,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
280,L_3,,,339475.868,5626346.001,0.000,,-101.27637959,50.76664467,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
281,L_3,,,339475.867,5626344.002,0.000,,-101.27637873,50.76662670,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
282,L_3,,,339475.862,5626342.002,0.000,,-101.27637792,50.76660873,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
283,L_3,,,339475.855,5626340.002,0.000,,-101.27637716,50.76659076,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
284,L_4,,,339449.177,5626578.768,0.000,,-101.27685935,50.76872887,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
285,L_4,,,339449.798,5626576.878,0.000,,-101.27684972,50.76871206,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
286,L_4,,,339450.411,5626574.986,0.000,,-101.27684020,50.76869522,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
287,L_4,,,339451.016,5626573.090,0.000,,-101.27683081,50.76867836,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
