Name,Code,Control code,Code description,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,Device type,Device serial number,Author
288,L_4,,,339451.612,5626571.192,0.000,,-101.27682154,50.76866147,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
289,L_4,,,339452.199,5626569.292,0.000,,-101.27681239,50.76864455,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
290,L_4,,,339452.777,5626567.388,0.000,,-101.27680336,50.76862761,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
291,L_4,,,339453.347,5626565.482,0.000,,-101.27679446,50.76861064,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
292,L_4,,,339453.908,5626563.574,0.000,,-101.27678567,50.76859365,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
293,L_4,,,339454.461,5626561.663,0.000,,-101.27677701,50.76857663,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
294,L_4,,,339455.004,5626559.749,0.000,,-101.27676847,50.76855958,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
295,L_4,,,339455.539,5626557.833,0.000,,-101.27676006,50.76854251,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
296,L_4,,,339456.066,5626555.914,0.000,,-101.27675176,50.76852542,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
297,L_4,,,339456.583,5626553.994,0.000,,-101.27674359,50.76850830,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
298,L_4,,,339457.092,5626552.070,0.000,,-101.27673555,50.76849116,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
299,L_4,,,339457.592,5626550.145,0.000,,-101.27672762,50.76847400,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
300,L_4,,,339458.083,5626548.217,0.000,,-101.27671982,50.76845681,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
301,L_4,,,339458.565,5626546.287,0.000,,-101.27671214,50.76843960,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
302,L_4,,,339459.039,5626544.355,0.000,,-101.27670459,50.76842237,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
303,L_4,,,339459.504,5626542.421,0.000,,-101.27669716,50.76840512,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
304,L_4,,,339459.960,5626540.484,0.000,,-101.27668985,50.76838785,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
305,L_4,,,339460.407,5626538.546,0.000,,-101.27668267,50.76837055,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
306,L_4,,,339460.845,5626536.606,0.000,,-101.27667562,50.76835324,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
307,L_4,,,339461.274,5626534.663,0.000,,-101.27666868,50.76833590,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
308,L_4,,,339461.695,5626532.719,0.000,,-101.27666188,50.76831855,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
309,L_4,,,339462.107,5626530.773,0.000,,-101.27665519,50.76830117,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
310,L_4,,,339462.510,5626528.824,0.000,,-101.27664863,50.76828378,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
311,L_4,,,339462.904,5626526.874,0.000,,-101.27664220,50.76826637,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
312,L_4,,,339463.289,5626524.923,0.000,,-101.27663589,50.76824894,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
313,L_4,,,339463.665,5626522.969,0.000,,-101.27662971,50.76823149,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
314,L_4,,,339464.032,5626521.014,0.000,,-101.27662365,50.76821402,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
315,L_4,,,339464.390,5626519.057,0.000,,-101.27661772,50.76819654,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
316,L_4,,,339464.740,5626517.099,0.000,,-101.27661192,50.76817903,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
317,L_4,,,339465.080,5626515.139,0.000,,-101.27660624,50.76816152,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
318,L_4,,,339465.412,5626513.178,0.000,,-101.27660068,50.76814398,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
319,L_4,,,339465.735,5626511.215,0.000,,-101.27659525,50.76812643,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
320,L_4,,,339466.048,5626509.250,0.000,,-101.27658995,50.76810887,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
321,L_4,,,339466.353,5626507.284,0.000,,-101.27658478,50.76809129,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
322,L_4,,,339466.649,5626505.317,0.000,,-101.27657973,50.76807369,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
323,L_4,,,339466.935,5626503.348,0.000,,-101.27657481,50.76805608,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
324,L_4,,,339467.213,5626501.379,0.000,,-101.27657001,50.76803846,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
325,L_4,,,339467.482,5626499.408,0.000,,-101.27656534,50.76802082,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
326,L_4,,,339467.742,5626497.435,0.000,,-101.27656080,50.76800317,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
327,L_4,,,339467.993,5626495.462,0.000,,-101.27655638,50.76798551,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
328,L_4,,,339468.235,5626493.487,0.000,,-101.27655209,50.76796783,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
329,L_4,,,339468.468,5626491.512,0.000,,-101.27654793,50.76795014,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
330,L_4,,,339468.691,5626489.535,0.000,,-101.27654390,50.76793244,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
331,L_4,,,339468.906,5626487.557,0.000,,-101.27653999,50.76791473,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
332,L_4,,,339469.112,5626485.579,0.000,,-101.27653621,50.76789701,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
333,L_4,,,339469.309,5626483.599,0.000,,-101.27653256,50.76787928,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
334,L_4,,,339469.497,5626481.619,0.000,,-101.27652903,50.76786153,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
335,L_4,,,339469.676,5626479.637,0.000,,-101.27652564,50.76784378,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
336,L_4,,,339469.845,5626477.655,0.000,,-101.27652237,50.76782601,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
337,L_4,,,339470.006,5626475.672,0.000,,-101.27651922,50.76780824,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
338,L_4,,,339470.158,5626473.689,0.000,,-101.27651621,50.76779046,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
339,L_4,,,339470.300,5626471.705,0.000,,-101.27651332,50.76777267,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
340,L_4,,,339470.434,5626469.720,0.000,,-101.27651056,50.76775487,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
341,L_4,,,339470.558,5626467.734,0.000,,-101.27650793,50.76773707,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
342,L_4,,,339470.674,5626465.748,0.000,,-101.27650543,50.76771925,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
343,L_4,,,339470.780,5626463.762,0.000,,-101.27650306,50.76770143,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
344,L_4,,,339470.878,5626461.775,0.000,,-101.27650081,50.76768360,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
345,L_4,,,339470.966,5626459.788,0.000,,-101.27649869,50.76766577,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
346,L_4,,,339471.045,5626457.800,0.000,,-101.27649670,50.76764793,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
347,L_4,,,339471.115,5626455.812,0.000,,-101.27649484,50.76763009,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
348,L_4,,,339471.177,5626453.823,0.000,,-101.27649310,50.76761224,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
349,L_4,,,339471.229,5626451.835,0.000,,-101.27649150,50.76759438,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
350,L_4,,,339471.272,5626449.846,0.000,,-101.27649002,50.76757652,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
351,L_5,,,339439.441,5626578.767,0.000,,-101.27699730,50.76872617,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
352,L_5,,,339440.063,5626576.908,0.000,,-101.27698768,50.76870963,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
353,L_5,,,339440.676,5626575.045,0.000,,-101.27697818,50.76869307,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
354,L_5,,,339441.281,5626573.180,0.000,,-101.27696880,50.76867647,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
355,L_5,,,339441.877,5626571.312,0.000,,-101.27695953,50.76865986,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
356,L_5,,,339442.465,5626569.442,0.000,,-101.27695038,50.76864321,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
357,L_5,,,339443.045,5626567.569,0.000,,-101.27694135,50.76862654,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
358,L_5,,,339443.616,5626565.693,0.000,,-101.27693244,50.76860984,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
359,L_5,,,339444.179,5626563.815,0.000,,-101.27692365,50.76859312,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
360,L_5,,,339444.733,5626561.934,0.000,,-101.27691497,50.76857637,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
361,L_5,,,339445.279,5626560.050,0.000,,-101.27690641,50.76855960,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
362,L_5,,,339445.816,5626558.165,0.000,,-101.27689798,50.76854280,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
363,L_5,,,339446.345,5626556.277,0.000,,-101.27688966,50.76852599,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
364,L_5,,,339446.865,5626554.386,0.000,,-101.27688146,50.76850914,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
365,L_5,,,339447.377,5626552.493,0.000,,-101.27687338,50.76849228,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
366,L_5,,,339447.881,5626550.598,0.000,,-101.27686542,50.76847539,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
367,L_5,,,339448.376,5626548.701,0.000,,-101.27685758,50.76845848,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
368,L_5,,,339448.862,5626546.802,0.000,,-101.27684986,50.76844154,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
369,L_5,,,339449.340,5626544.900,0.000,,-101.27684226,50.76842459,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
370,L_5,,,339449.809,5626542.996,0.000,,-101.27683478,50.76840761,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
371,L_5,,,339450.270,5626541.090,0.000,,-101.27682742,50.76839061,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
372,L_5,,,339450.722,5626539.182,0.000,,-101.27682018,50.76837359,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
373,L_5,,,339451.166,5626537.272,0.000,,-101.27681306,50.76835655,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
374,L_5,,,339451.601,5626535.360,0.000,,-101.27680606,50.76833949,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
375,L_5,,,339452.027,5626533.447,0.000,,-101.27679918,50.76832241,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
376,L_5,,,339452.445,5626531.531,0.000,,-101.27679242,50.76830531,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
377,L_5,,,339452.854,5626529.613,0.000,,-101.27678579,50.76828820,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
378,L_5,,,339453.255,5626527.694,0.000,,-101.27677928,50.76827106,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
379,L_5,,,339453.647,5626525.773,0.000,,-101.27677288,50.76825390,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
380,L_5,,,339454.030,5626523.850,0.000,,-101.27676661,50.76823673,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
381,L_5,,,339454.405,5626521.925,0.000,,-101.27676046,50.76821954,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
382,L_5,,,339454.771,5626519.999,0.000,,-101.27675444,50.76820233,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
383,L_5,,,339455.128,5626518.071,0.000,,-101.27674853,50.76818511,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
384,L_5,,,339455.477,5626516.141,0.000,,-101.27674275,50.76816787,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
385,L_5,,,339455.817,5626514.210,0.000,,-101.27673709,50.76815061,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
386,L_5,,,339456.148,5626512.278,0.000,,-101.27673155,50.76813333,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
387,L_5,,,339456.471,5626510.344,0.000,,-101.27672613,50.76811604,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
388,L_5,,,339456.785,5626508.408,0.000,,-101.27672084,50.76809874,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
389,L_5,,,339457.091,5626506.471,0.000,,-101.27671567,50.76808142,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
390,L_5,,,339457.387,5626504.533,0.000,,-101.27671062,50.76806409,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
391,L_5,,,339457.675,5626502.593,0.000,,-101.27670569,50.76804674,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
392,L_5,,,339457.954,5626500.653,0.000,,-101.27670089,50.76802937,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
393,L_5,,,339458.225,5626498.711,0.000,,-101.27669621,50.76801200,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
394,L_5,,,339458.486,5626496.767,0.000,,-101.27669165,50.76799461,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
395,L_5,,,339458.739,5626494.823,0.000,,-101.27668722,50.76797721,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
396,L_5,,,339458.984,5626492.877,0.000,,-101.27668291,50.76795979,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
397,L_5,,,339459.219,5626490.931,0.000,,-101.27667872,50.76794237,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
398,L_5,,,339459.446,5626488.983,0.000,,-101.27667466,50.76792493,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
399,L_5,,,339459.664,5626487.035,0.000,,-101.27667072,50.76790748,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
400,L_5,,,339459.873,5626485.085,0.000,,-101.27666690,50.76789002,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
401,L_5,,,339460.074,5626483.135,0.000,,-101.27666321,50.76787255,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
402,L_5,,,339460.266,5626481.183,0.000,,-101.27665964,50.76785507,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
403,L_5,,,339460.449,5626479.231,0.000,,-101.27665620,50.76783757,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
404,L_5,,,339460.623,5626477.278,0.000,,-101.27665288,50.76782007,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
405,L_5,,,339460.788,5626475.324,0.000,,-101.27664968,50.76780256,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
406,L_5,,,339460.945,5626473.370,0.000,,-101.27664661,50.76778504,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
407,L_5,,,339461.093,5626471.414,0.000,,-101.27664366,50.76776752,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
408,L_5,,,339461.232,5626469.459,0.000,,-101.27664083,50.76774998,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
409,L_5,,,339461.362,5626467.502,0.000,,-101.27663813,50.76773244,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
410,L_5,,,339461.484,5626465.545,0.000,,-101.27663556,50.76771488,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
411,L_5,,,339461.597,5626463.588,0.000,,-101.27663311,50.76769732,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
412,L_5,,,339461.700,5626461.630,0.000,,-101.27663078,50.76767976,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
413,L_5,,,339461.796,5626459.671,0.000,,-101.27662858,50.76766219,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
414,L_5,,,339461.882,5626457.712,0.000,,-101.27662650,50.76764461,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
415,L_5,,,339461.960,5626455.753,0.000,,-101.27662454,50.76762703,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
416,L_5,,,339462.028,5626453.793,0.000,,-101.27662272,50.76760944,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
417,L_5,,,339462.088,5626451.834,0.000,,-101.27662101,50.76759184,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
418,L_5,,,339462.139,5626449.873,0.000,,-101.27661943,50.76757424,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
419,L_5,,,339462.182,5626447.913,0.000,,-101.27661798,50.76755664,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
420,L_6,,,339439.440,5626578.770,0.000,,-101.27699731,50.76872620,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
421,L_6,,,339440.062,5626576.911,0.000,,-101.27698770,50.76870966,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
422,L_6,,,339440.675,5626575.048,0.000,,-101.27697819,50.76869309,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
423,L_6,,,339441.280,5626573.183,0.000,,-101.27696881,50.76867650,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
424,L_6,,,339441.876,5626571.315,0.000,,-101.27695954,50.76865988,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
425,L_6,,,339442.464,5626569.445,0.000,,-101.27695039,50.76864323,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
426,L_6,,,339443.044,5626567.571,0.000,,-101.27694136,50.76862656,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
427,L_6,,,339443.615,5626565.696,0.000,,-101.27693245,50.76860987,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
428,L_6,,,339444.178,5626563.817,0.000,,-101.27692366,50.76859314,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
429,L_6,,,339444.732,5626561.936,0.000,,-101.27691498,50.76857640,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
430,L_6,,,339445.278,5626560.053,0.000,,-101.27690643,50.76855962,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
431,L_6,,,339445.815,5626558.167,0.000,,-101.27689799,50.76854283,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
432,L_6,,,339446.344,5626556.279,0.000,,-101.27688967,50.76852601,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
433,L_6,,,339446.865,5626554.389,0.000,,-101.27688147,50.76850916,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
